Fecha;Año;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;Total;Columna1;Columna2;;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;;;;Total;País;Distribuidor;Marca;Operador
30/3/2025;2025;México;Metro;LG;Movistar;77;50;24;3;26; $ 17,00 ; $ 1.309,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
8/2/2025;2025;Colombia;Metro;Nokia;Tuenti;126;15;71;40;42; $ 17,00 ; $ 2.142,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
8/4/2025;2025;Brasil;Metro;Apple;Entel;244;64;91;89;81; $ 17,00 ; $ 4.148,00 ; ????;||||||||||||||||||||;;;;;;;;;;;;;;;;;;;
2/3/2025;2025;Perú;Metro;LG;Entel;64;55;8;1;21; $ 17,00 ; $ 1.088,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
20/12/2024;2024;Irlanda;Metro;Samsung;Bitel;135;90;42;3;45; $ 17,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
22/2/2025;2025;Paraguay;Metro;Apple;Claro;201;93;39;69;67; $ 17,00 ; $ 3.417,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
15/5/2025;2025;Uruguay;Metro;Samsung;Movistar;142;67;29;46;47; $ 17,00 ; $ 2.414,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
15/1/2025;2025;España;Metro;LG;Tuenti;54;25;22;7;18; $ 17,00 ; $ 918,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
28/12/2024;2024;Argentina;Metro;LG;Bitel;66;32;30;4;22; $ 17,00 ; $ 1.122,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
15/6/2024;2024;Dinamarca;Metro;Huawei;Claro;163;40;81;42;54; $ 17,00 ; $ 2.771,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
2/3/2025;2025;México;Metro;LG;Movistar;117;46;15;56;39; $ 17,00 ; $ 1.989,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
14/4/2025;2025;Brasil;Metro;Apple;Movistar;152;16;46;90;51; $ 17,00 ; $ 2.584,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
13/4/2025;2025;Bolivia;Metro;Motorola;Entel;234;83;94;57;78; $ 17,00 ; $ 3.978,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
7/11/2024;2024;Guatemala;Metro;Motorola;Tuenti;176;13;86;77;59; $ 17,00 ; $ 2.992,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
8/4/2025;2025;Irlanda;Metro;LG;Claro;66;18;29;19;22; $ 17,00 ; $ 1.122,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
9/10/2024;2024;Argentina;Metro;Samsung;Entel;125;77;10;38;42; $ 17,00 ; $ 2.125,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
22/6/2024;2024;Uruguay;Metro;Motorola;Tuenti;115;24;64;27;38; $ 17,00 ; $ 1.955,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
31/3/2025;2025;Bolivia;Metro;LG;Bitel;151;14;84;53;50; $ 17,00 ; $ 2.567,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
9/5/2025;2025;Guatemala;Metro;LG;Claro;105;36;52;17;35; $ 17,00 ; $ 1.785,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
5/1/2025;2025;Bolivia;Metro;Samsung;Entel;136;32;92;12;45; $ 17,00 ; $ 2.312,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
3/2/2025;2025;Canadá;Metro;Nokia;Tuenti;195;45;79;71;65; $ 17,00 ; $ 3.315,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
12/11/2024;2024;Brasil;Metro;Nokia;Bitel;99;23;69;7;33; $ 17,00 ; $ 1.683,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
10/7/2024;2024;Cuba;Metro;Motorola;Movistar;140;39;28;73;47; $ 17,00 ; $ 2.380,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
3/6/2025;2025;Alemania;Metro;Apple;Entel;149;20;76;53;50; $ 17,00 ; $ 2.533,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
21/3/2025;2025;Uruguay;Metro;LG;Movistar;84;11;11;62;28; $ 17,00 ; $ 1.428,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
11/5/2025;2025;España;Metro;Samsung;Movistar;167;48;48;71;56; $ 17,00 ; $ 2.839,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
30/5/2025;2025;Canadá;Metro;LG;Bitel;117;7;54;56;39; $ 17,00 ; $ 1.989,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
21/6/2024;2024;Argentina;Metro;Motorola;Claro;186;66;48;72;62; $ 17,00 ; $ 3.162,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
15/2/2025;2025;El Salvador;Metro;Apple;Tuenti;57;23;28;6;19; $ 17,00 ; $ 969,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
24/10/2024;2024;Guatemala;Metro;Motorola;Entel;33;13;7;13;11; $ 17,00 ; $ 561,00 ; ?;||;;;;;;;;;;;;;;;;;;;
14/5/2025;2025;Chile;Metro;Samsung;Entel;141;58;21;62;47; $ 17,00 ; $ 2.397,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
20/5/2025;2025;Canadá;Metro;Apple;Movistar;173;49;29;95;58; $ 17,00 ; $ 2.941,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
20/3/2025;2025;El Salvador;Metro;Samsung;Entel;119;67;15;37;40; $ 17,00 ; $ 2.023,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
24/6/2024;2024;Inglaterra;Metro;Samsung;Tuenti;154;17;81;56;51; $ 17,00 ; $ 2.618,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
31/3/2025;2025;Perú;Metro;Motorola;Claro;114;11;33;70;38; $ 17,00 ; $ 1.938,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
17/5/2025;2025;Estados Unidos;Metro;Apple;Tuenti;215;89;33;93;72; $ 17,00 ; $ 3.655,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
5/8/2024;2024;Uruguay;Metro;Huawei;Claro;31;17;1;13;10; $ 17,00 ; $ 527,00 ; ?;||;;;;;;;;;;;;;;;;;;;
10/12/2024;2024;Paraguay;Metro;Motorola;Movistar;167;15;79;73;56; $ 17,00 ; $ 2.839,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
26/2/2025;2025;Guatemala;Metro;Nokia;Entel;146;61;41;44;49; $ 17,00 ; $ 2.482,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
6/5/2025;2025;Venezuela;Metro;Huawei;Claro;72;60;1;11;24; $ 17,00 ; $ 1.224,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
11/9/2024;2024;Canadá;Metro;Motorola;Entel;195;78;94;23;65; $ 17,00 ; $ 3.315,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
9/10/2024;2024;Inglaterra;Metro;Nokia;Movistar;176;79;83;14;59; $ 17,00 ; $ 2.992,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
19/9/2024;2024;Chile;Metro;Huawei;Bitel;162;72;30;60;54; $ 17,00 ; $ 2.754,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
4/1/2025;2025;Paraguay;Metro;Apple;Bitel;67;22;5;40;22; $ 17,00 ; $ 1.139,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
22/7/2024;2024;Paraguay;Metro;LG;Movistar;145;12;56;77;48; $ 17,00 ; $ 2.465,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
1/6/2025;2025;Guatemala;Metro;Apple;Tuenti;99;39;7;53;33; $ 15,00 ; $ 1.485,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
2/7/2024;2024;Colombia;Oeschle;Samsung;Claro;185;82;30;73;62; $ 17,00 ; $ 3.145,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
4/6/2025;2025;El Salvador;Oeschle;LG;Movistar;180;78;69;33;60; $ 17,00 ; $ 3.060,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
7/10/2024;2024;Venezuela;Oeschle;Huawei;Tuenti;208;57;56;95;69; $ 17,00 ; $ 3.536,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
10/8/2024;2024;México;Oeschle;Apple;Bitel;89;32;42;15;30; $ 17,00 ; $ 1.513,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
31/3/2025;2025;Cuba;Oeschle;Nokia;Movistar;129;84;18;27;43; $ 17,00 ; $ 2.193,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
24/3/2025;2025;Colombia;Oeschle;Huawei;Entel;199;92;44;63;66; $ 17,00 ; $ 3.383,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
11/4/2025;2025;Colombia;Oeschle;Nokia;Claro;193;63;42;88;64; $ 17,00 ; $ 3.281,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
4/12/2024;2024;Jamaica;Oeschle;LG;Bitel;124;79;30;15;41; $ 17,00 ; $ 2.108,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
23/4/2025;2025;Cuba;Oeschle;Huawei;Claro;214;92;71;51;71; $ 17,00 ; $ 3.638,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
3/6/2025;2025;Suiza;Oeschle;LG;Entel;70;1;59;10;23; $ 17,00 ; $ 1.190,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
15/7/2024;2024;Chile;Oeschle;Apple;Claro;92;40;9;43;31; $ 17,00 ; $ 1.564,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
25/11/2024;2024;Venezuela;Oeschle;Samsung;Entel;191;40;81;70;64; $ 17,00 ; $ 3.247,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
28/10/2024;2024;Suiza;Oeschle;LG;Entel;111;23;34;54;37; $ 17,00 ; $ 1.887,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
5/11/2024;2024;Brasil;Oeschle;Samsung;Movistar;146;53;30;63;49; $ 17,00 ; $ 2.482,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
11/10/2024;2024;Uruguay;Oeschle;Apple;Movistar;81;55;11;15;27; $ 17,00 ; $ 1.377,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
23/6/2024;2024;El Salvador;Oeschle;LG;Movistar;129;28;86;15;43; $ 17,00 ; $ 2.193,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
22/12/2024;2024;Perú;Oeschle;Samsung;Entel;152;51;17;84;51; $ 17,00 ; $ 2.584,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
9/12/2024;2024;Alemania;Oeschle;Apple;Tuenti;142;41;71;30;47; $ 17,00 ; $ 2.414,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
2/9/2024;2024;Colombia;Oeschle;Apple;Tuenti;85;35;49;1;28; $ 17,00 ; $ 1.445,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
21/9/2024;2024;Argentina;Oeschle;Samsung;Movistar;20;13;5;2;7; $ 17,00 ; $ 340,00 ; ?;|;;;;;;;;;;;;;;;;;;;
13/10/2024;2024;Suiza;Oeschle;Samsung;Entel;136;31;68;37;45; $ 17,00 ; $ 2.312,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
30/9/2024;2024;Irlanda;Oeschle;Apple;Tuenti;110;10;28;72;37; $ 17,00 ; $ 1.870,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
17/3/2025;2025;Guatemala;Oeschle;Motorola;Bitel;186;62;45;79;62; $ 17,00 ; $ 3.162,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
9/1/2025;2025;Venezuela;Oeschle;Apple;Bitel;243;87;88;68;81; $ 17,00 ; $ 4.131,00 ; ????;||||||||||||||||||||;;;;;;;;;;;;;;;;;;;
16/10/2024;2024;El Salvador;Oeschle;LG;Claro;139;78;39;22;46; $ 17,00 ; $ 2.363,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
8/1/2025;2025;Irlanda;Oeschle;Samsung;Bitel;103;4;9;90;34; $ 17,00 ; $ 1.751,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
21/5/2025;2025;España;Oeschle;LG;Entel;84;33;26;25;28; $ 17,00 ; $ 1.428,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
22/4/2025;2025;Guatemala;Oeschle;Nokia;Movistar;121;29;13;79;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
11/5/2025;2025;México;Oeschle;LG;Movistar;228;74;69;85;76; $ 17,00 ; $ 3.876,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
4/2/2025;2025;Portugal;Oeschle;LG;Entel;122;1;34;87;41; $ 17,00 ; $ 2.074,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
31/5/2025;2025;Irlanda;Oeschle;Nokia;Tuenti;183;93;67;23;61; $ 17,00 ; $ 3.111,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
13/12/2024;2024;Colombia;Oeschle;Nokia;Entel;151;2;69;80;50; $ 17,00 ; $ 2.567,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
5/7/2024;2024;Francia;Oeschle;LG;Bitel;179;44;58;77;60; $ 17,00 ; $ 3.043,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
13/8/2024;2024;Bolivia;Oeschle;Samsung;Movistar;121;69;6;46;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
3/7/2024;2024;México;Oeschle;LG;Bitel;105;26;41;38;35; $ 17,00 ; $ 1.785,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
4/11/2024;2024;El Salvador;Oeschle;Apple;Claro;80;6;14;60;27; $ 17,00 ; $ 1.360,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
31/3/2025;2025;Uruguay;Oeschle;Samsung;Tuenti;68;4;34;30;23; $ 17,00 ; $ 1.156,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
22/12/2024;2024;Cuba;Oeschle;Huawei;Tuenti;62;44;8;10;21; $ 17,00 ; $ 1.054,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
12/1/2025;2025;Dinamarca;Oeschle;Apple;Movistar;221;59;75;87;74; $ 17,00 ; $ 3.757,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
14/10/2024;2024;Irlanda;Oeschle;Samsung;Tuenti;121;74;26;21;40; $ 17,00 ; $ 2.057,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
8/7/2024;2024;Irlanda;Plaza Vea;Motorola;Movistar;124;21;12;91;41; $ 17,00 ; $ 2.108,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
21/4/2025;2025;Uruguay;Plaza Vea;LG;Bitel;231;89;62;80;77; $ 17,00 ; $ 3.927,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
22/12/2024;2024;Inglaterra;Plaza Vea;Samsung;Movistar;176;12;95;69;59; $ 17,00 ; $ 2.992,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
20/8/2024;2024;Colombia;Plaza Vea;Motorola;Bitel;156;67;68;21;52; $ 17,00 ; $ 2.652,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
21/12/2024;2024;El Salvador;Plaza Vea;Samsung;Bitel;163;70;82;11;54; $ 17,00 ; $ 2.771,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
5/12/2024;2024;Brasil;Plaza Vea;Samsung;Entel;56;6;35;15;19; $ 17,00 ; $ 952,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
2/5/2025;2025;Perú;Plaza Vea;Huawei;Tuenti;109;22;17;70;36; $ 17,00 ; $ 1.853,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
21/12/2024;2024;Argentina;Plaza Vea;Apple;Claro;140;71;54;15;47; $ 17,00 ; $ 2.380,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
18/4/2025;2025;Paraguay;Plaza Vea;Apple;Entel;150;54;10;86;50; $ 17,00 ; $ 2.550,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
12/6/2024;2024;Venezuela;Plaza Vea;Apple;Entel;97;35;47;15;32; $ 17,00 ; $ 1.649,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
10/12/2024;2024;Canadá;Plaza Vea;Nokia;Bitel;183;44;53;86;61; $ 17,00 ; $ 3.111,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
8/3/2025;2025;Brasil;Plaza Vea;Huawei;Movistar;137;82;17;38;46; $ 17,00 ; $ 2.329,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
14/4/2025;2025;Canadá;Plaza Vea;LG;Claro;77;26;34;17;26; $ 17,00 ; $ 1.309,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
28/5/2025;2025;Suiza;Plaza Vea;LG;Entel;181;49;94;38;60; $ 17,00 ; $ 3.077,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
29/6/2024;2024;Suiza;Plaza Vea;Samsung;Entel;199;85;82;32;66; $ 17,00 ; $ 3.383,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
26/10/2024;2024;Colombia;Plaza Vea;LG;Movistar;80;40;32;8;27; $ 17,00 ; $ 1.360,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
26/3/2025;2025;España;Plaza Vea;LG;Tuenti;81;58;12;11;27; $ 17,00 ; $ 1.377,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
24/2/2025;2025;Inglaterra;Plaza Vea;LG;Entel;177;69;43;65;59; $ 17,00 ; $ 3.009,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
13/11/2024;2024;Brasil;Plaza Vea;LG;Tuenti;93;72;6;15;31; $ 17,00 ; $ 1.581,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
7/1/2025;2025;Estados Unidos;Plaza Vea;Huawei;Tuenti;103;18;36;49;34; $ 17,00 ; $ 1.751,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
12/3/2025;2025;Guatemala;Plaza Vea;Nokia;Entel;113;33;59;21;38; $ 17,00 ; $ 1.921,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
19/9/2024;2024;Alemania;Plaza Vea;Motorola;Movistar;74;43;7;24;25; $ 17,00 ; $ 1.258,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
23/5/2025;2025;Bolivia;Plaza Vea;Samsung;Movistar;145;1;79;65;48; $ 17,00 ; $ 2.465,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
22/3/2025;2025;Irlanda;Plaza Vea;Samsung;Entel;227;57;81;89;76; $ 17,00 ; $ 3.859,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
30/6/2024;2024;Paraguay;Plaza Vea;Nokia;Bitel;235;81;66;88;78; $ 17,00 ; $ 3.995,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
25/10/2024;2024;Chile;Plaza Vea;Motorola;Tuenti;157;85;44;28;52; $ 17,00 ; $ 2.669,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
26/10/2024;2024;Paraguay;Plaza Vea;Nokia;Movistar;129;87;33;9;43; $ 17,00 ; $ 2.193,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
11/12/2024;2024;Suiza;Plaza Vea;Apple;Movistar;132;42;78;12;44; $ 17,00 ; $ 2.244,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
23/6/2024;2024;Uruguay;Plaza Vea;Samsung;Entel;106;58;45;3;35; $ 17,00 ; $ 1.802,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
25/5/2025;2025;Venezuela;Plaza Vea;Huawei;Bitel;88;53;13;22;29; $ 17,00 ; $ 1.496,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
25/9/2024;2024;Alemania;Plaza Vea;LG;Entel;203;56;60;87;68; $ 17,00 ; $ 3.451,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
9/11/2024;2024;Argentina;Plaza Vea;Nokia;Bitel;172;72;82;18;57; $ 17,00 ; $ 2.924,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
13/12/2024;2024;México;Plaza Vea;Motorola;Movistar;139;60;71;8;46; $ 17,00 ; $ 2.363,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
14/1/2025;2025;España;Plaza Vea;Samsung;Tuenti;207;83;34;90;69; $ 17,00 ; $ 3.519,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
27/5/2025;2025;Suiza;Plaza Vea;LG;Claro;151;19;84;48;50; $ 17,00 ; $ 2.567,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
26/6/2024;2024;Canadá;Plaza Vea;LG;Tuenti;223;43;85;95;74; $ 17,00 ; $ 3.791,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
10/2/2025;2025;Chile;Plaza Vea;Samsung;Claro;189;94;3;92;63; $ 17,00 ; $ 3.213,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
28/12/2024;2024;Irlanda;Plaza Vea;LG;Tuenti;118;2;92;24;39; $ 17,00 ; $ 2.006,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
18/4/2025;2025;Paraguay;Plaza Vea;Huawei;Bitel;158;30;65;63;53; $ 17,00 ; $ 2.686,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
3/2/2025;2025;Estados Unidos;Plaza Vea;Apple;Tuenti;149;51;41;57;50; $ 17,00 ; $ 2.533,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
22/10/2024;2024;Francia;Plaza Vea;Huawei;Claro;79;4;29;46;26; $ 17,00 ; $ 1.343,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
8/11/2024;2024;Colombia;Plaza Vea;LG;Claro;136;57;13;66;45; $ 17,00 ; $ 2.312,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
12/2/2025;2025;Jamaica;Plaza Vea;Huawei;Movistar;242;73;88;81;81; $ 17,00 ; $ 4.114,00 ; ????;||||||||||||||||||||;;;;;;;;;;;;;;;;;;;
26/3/2025;2025;El Salvador;Plaza Vea;Samsung;Bitel;199;83;57;59;66; $ 17,00 ; $ 3.383,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
4/7/2024;2024;Estados Unidos;Plaza Vea;LG;Bitel;154;84;47;23;51; $ 17,00 ; $ 2.618,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
15/1/2025;2025;Brasil;Plaza Vea;LG;Entel;222;72;88;62;74; $ 17,00 ; $ 3.774,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
19/12/2024;2024;Venezuela;Plaza Vea;Nokia;Entel;171;76;82;13;57; $ 17,00 ; $ 2.907,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
1/5/2025;2025;Venezuela;Plaza Vea;LG;Claro;150;44;41;65;50; $ 17,00 ; $ 2.550,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
21/11/2024;2024;Estados Unidos;Plaza Vea;Huawei;Tuenti;144;62;51;31;48; $ 17,00 ; $ 2.448,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
12/12/2024;2024;Perú;Ripley;Samsung;Claro;149;64;13;72;50; $ 17,00 ; $ 2.533,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
24/4/2025;2025;México;Ripley;Samsung;Tuenti;205;81;46;78;68; $ 17,00 ; $ 3.485,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
12/6/2024;2024;Brasil;Ripley;Motorola;Tuenti;223;66;64;93;74; $ 17,00 ; $ 3.791,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
29/5/2025;2025;Francia;Ripley;Motorola;Movistar;125;64;60;1;42; $ 17,00 ; $ 2.125,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
19/12/2024;2024;Perú;Ripley;LG;Movistar;141;32;32;77;47; $ 17,00 ; $ 2.397,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
10/4/2025;2025;España;Ripley;Huawei;Tuenti;99;76;18;5;33; $ 17,00 ; $ 1.683,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
7/5/2025;2025;Jamaica;Ripley;LG;Bitel;182;18;92;72;61; $ 17,00 ; $ 3.094,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
24/7/2024;2024;Portugal;Ripley;LG;Bitel;38;16;18;4;13; $ 17,00 ; $ 646,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
18/7/2024;2024;Francia;Ripley;LG;Claro;76;33;34;9;25; $ 17,00 ; $ 1.292,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
25/8/2024;2024;Alemania;Ripley;Apple;Tuenti;173;84;73;16;58; $ 17,00 ; $ 2.941,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
13/6/2024;2024;Guatemala;Ripley;LG;Movistar;146;78;9;59;49; $ 17,00 ; $ 2.482,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
26/6/2024;2024;Portugal;Ripley;Samsung;Claro;198;76;69;53;66; $ 17,00 ; $ 3.366,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
5/11/2024;2024;Colombia;Ripley;LG;Tuenti;45;6;32;7;15; $ 17,00 ; $ 765,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
27/3/2025;2025;Cuba;Ripley;Motorola;Tuenti;137;40;25;72;46; $ 17,00 ; $ 2.329,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
13/6/2024;2024;Brasil;Ripley;LG;Movistar;187;54;68;65;62; $ 17,00 ; $ 3.179,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
27/2/2025;2025;Paraguay;Ripley;LG;Movistar;100;33;29;38;33; $ 17,00 ; $ 1.700,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
18/12/2024;2024;Alemania;Ripley;Apple;Claro;83;12;41;30;28; $ 17,00 ; $ 1.411,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
31/8/2024;2024;Brasil;Ripley;Samsung;Entel;227;89;82;56;76; $ 17,00 ; $ 3.859,00 ; ????;|||||||||||||||||||;;;;;;;;;;;;;;;;;;;
30/12/2024;2024;Perú;Ripley;LG;Entel;111;13;57;41;37; $ 17,00 ; $ 1.887,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
22/1/2025;2025;Paraguay;Ripley;Apple;Entel;140;40;38;62;47; $ 17,00 ; $ 2.380,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
